분류,SOURCE_CODE,SOURCE_CODE_DESCRIPTION,TARGET_CONCEPT_ID,TARGET_VOCABULARY_ID,EXT_TABLE,EXT_TYPE,EXT_KCD,EXT_ICD10,TARGET_CONCEPT_CODE, count ,검토,최종,new_concept_id,new_concept_name
Diabetes mellitus,84440,Insulin-dependent diabetes mellitus with renal complication,200687,SNOMED,Condition,dx_id,E102,E10.2,421893009,771,1,포함,,
Diabetes mellitus,D00005952,Type 1 diabetes mellitus with nephropathy,200687,SNOMED,Condition,dx_id,E102,E10.2,421893009,70,1,포함,,
Diabetes mellitus,96265,Diabetes mellitus type1 with coma,201254,SNOMED,Condition,dx_id,E100,E10.0,46635009, - ,1,포함,,
Diabetes mellitus,96266,Diabetes mellitus type1 with acidosis,201254,SNOMED,Condition,dx_id,E101,E10.1,46635009,28,1,포함,,
Diabetes mellitus,93237,Insulin-dependent diabetes mellitus with ketoacidosis,201254,SNOMED,Condition,dx_id,E1010,E10.1,46635009, - ,1,포함,,
Diabetes mellitus,96267,Diabetes mellitus type1 with renal complications,201254,SNOMED,Condition,dx_id,E102,E10.2,46635009,13,1,포함,,
Diabetes mellitus,96268,Diabetes mellitus type1 with ophthalmic complications,201254,SNOMED,Condition,dx_id,E103,E10.3,46635009,17,1,포함,,
Diabetes mellitus,96269,Diabetes mellitus type1 with neurological complications,201254,SNOMED,Condition,dx_id,E104,E10.4,46635009,8,1,포함,,
Diabetes mellitus,96270,Diabetes mellitus type1 with circulatory complications,201254,SNOMED,Condition,dx_id,E105,E10.5,46635009,4,1,포함,,
Diabetes mellitus,D00023117,Type 1 diabetes mellitus with cerebrovascular disease,201254,SNOMED,Condition,dx_id,E1058,E10.5,46635009, - ,1,포함,,
Diabetes mellitus,D00023116,Type 1 diabetes mellitus with coronary artery disease,201254,SNOMED,Condition,dx_id,E1058,E10.5,46635009, - ,1,포함,,
Diabetes mellitus,96271,Diabetes mellitus type1 with other complications,201254,SNOMED,Condition,dx_id,E106,E10.6,46635009,6,1,포함,,
Diabetes mellitus,96272,Diabetes mellitus type1 with multiple complications,201254,SNOMED,Condition,dx_id,E107,E10.7,46635009,11,1,포함,,
Diabetes mellitus,84438,Insulin-dependent diabetes mellitus,201254,SNOMED,Condition,dx_id,E108,E10.8,46635009,842,1,포함,,
Diabetes mellitus,D00005963,Type 1 diabetes mellitus without complication,201254,SNOMED,Condition,dx_id,E109,E10.9,46635009,"5,270",1,포함,,
Diabetes mellitus,96264,Diabetes mellitus type1 without complications,201254,SNOMED,Condition,dx_id,E109,E10.9,46635009,134,1,포함,,
Diabetes mellitus,83898,Insulin-dependent diabetes mellitus,201254,SNOMED,Condition,dx_id,E109,E10.9,46635009,"3,046",1,포함,,
Diabetes mellitus,83947,Sulfonylurea -induced hypoglycemia in diabetes mellitus,201820,SNOMED,Condition,dx_id,E1363,E13.6,73211009,32,1,포함,,
Diabetes mellitus,D00005989,Mitochondrial diabetes mellitus without complication,201820,SNOMED,Condition,dx_id,E139,E13.9,73211009,18,1,포함,,
Diabetes mellitus,96274,"Diabetes mellitus, with coma",201820,SNOMED,Condition,dx_id,E140,E14.0,73211009, - ,1,포함,,
Diabetes mellitus,96275,"Diabetes mellitus, with acidosis",201820,SNOMED,Condition,dx_id,E141,E14.1,73211009,4,1,포함,,
Diabetes mellitus,96276,"Diabetes mellitus, with renal complications",201820,SNOMED,Condition,dx_id,E142,E14.2,73211009,18,1,포함,,
Diabetes mellitus,96277,"Diabetes mellitus, with ophthalmic complications",201820,SNOMED,Condition,dx_id,E143,E14.3,73211009,16,1,포함,,
Diabetes mellitus,96278,"Diabetes mellitus, with neurological complications",201820,SNOMED,Condition,dx_id,E144,E14.4,73211009,31,1,포함,,
Diabetes mellitus,96279,"Diabetes mellitus, with circulatory complications",201820,SNOMED,Condition,dx_id,E145,E14.5,73211009, - ,1,포함,,
Diabetes mellitus,D00023120,"Diabetes mellitus, unspecified, with cerebrovascular disease",201820,SNOMED,Condition,dx_id,E1458,E14.5,73211009, - ,1,포함,,
Diabetes mellitus,84488,Coronary disease in diabetes mellitus,201820,SNOMED,Condition,dx_id,E1458,E14.5,73211009,"12,298",1,포함,,
Diabetes mellitus,83941,Coronary artery disease in diabetes mellitus,201820,SNOMED,Condition,dx_id,E1458,E14.5,73211009,"7,646",1,포함,,
Diabetes mellitus,96280,"Diabetes mellitus, with other specified complications",201820,SNOMED,Condition,dx_id,E146,E14.6,73211009,23,1,포함,,
Diabetes mellitus,96281,"Diabetes mellitus, with multiple complications",201820,SNOMED,Condition,dx_id,E147,E14.7,73211009,8,1,포함,,
Diabetes mellitus,84436,Diabetes mellitus,201820,SNOMED,Condition,dx_id,E148,E14.8,73211009,"15,690",1,포함,,
Diabetes mellitus,83896,Diabetes mellitus,201820,SNOMED,Condition,dx_id,E149,E14.9,73211009,"169,304",1,포함,,
Diabetes mellitus,84489,Cerebrovascular disorder in diabetes mellitus,201820,SNOMED,Condition,dx_id,I679,I67.9,73211009,"4,612",1,포함,,
Diabetes mellitus,83942,Cerebrovascular disorder in diabetes mellitus,201820,SNOMED,Condition,dx_id,I679,I67.9,73211009,412,1,포함,,
Diabetes mellitus,D00010180,Cerebrovascular disorder in diabetes mellitus,201820,SNOMED,Condition,dx_id,I679,I67.9,73211009,42,1,포함,,
Diabetes mellitus,D00009622,Coronary artery disease in diabetes mellitus,201820,SNOMED,Condition,dx_id,I251,I25.1,73211009,"1,248",1,포함,,
Diabetes mellitus,D00009615,"Coronary artery disease in diabetes mellitus, autologous bypass graft",201820,SNOMED,Condition,dx_id,I2511,I25.1,73211009,130,1,포함,,
Diabetes mellitus,D00009612,"Coronary artery disease in diabetes mellitus, native coronary artery",201820,SNOMED,Condition,dx_id,I2510,I25.1,73211009,446,1,포함,,
Diabetes mellitus,D00009618,"Coronary artery disease in diabetes mellitus, nonautologous bypass graft",201820,SNOMED,Condition,dx_id,I2512,I25.1,73211009, - ,1,포함,,
Diabetes mellitus,96273,"Diabetes mellitus, without complications",201820,SNOMED,Condition,dx_id,,0,73211009, - ,1,포함,,
Diabetes mellitus,D00010308,Peripheral vascular disease in diabetes mellitus,201820,SNOMED,Condition,dx_id,I7388,I73.8,73211009,230,1,포함,,
Diabetes mellitus,83943,Peripheral vascular disease in diabetes mellitus,201820,SNOMED,Condition,dx_id,I738,I73.8,73211009,222,1,포함,,
Diabetes mellitus,96256,Diabetes mellitus type2 with coma,201826,SNOMED,Condition,dx_id,E110,E11.0,44054006,1,1,포함,,
Diabetes mellitus,96257,Diabetes mellitus type2 with acidosis,201826,SNOMED,Condition,dx_id,E111,E11.1,44054006, - ,1,포함,,
Diabetes mellitus,96258,Diabetes mellitus type2 with renal complications,201826,SNOMED,Condition,dx_id,E112,E11.2,44054006,377,1,포함,,
Diabetes mellitus,96259,Diabetes mellitus type2 with ophthalmic complications,201826,SNOMED,Condition,dx_id,E113,E11.3,44054006,19,1,포함,,
Diabetes mellitus,96260,Diabetes mellitus type2 with neurological complications,201826,SNOMED,Condition,dx_id,E114,E11.4,44054006,23,1,포함,,
Diabetes mellitus,96261,Diabetes mellitus type2 with circulatory complications,201826,SNOMED,Condition,dx_id,E115,E11.5,44054006, - ,1,포함,,
Diabetes mellitus,D00023119,Type 2 diabetes mellitus with cerebrovascular disease,201826,SNOMED,Condition,dx_id,E1158,E11.5,44054006, - ,1,포함,,
Diabetes mellitus,D00023118,Type 2 diabetes mellitus with coronary artery disease,201826,SNOMED,Condition,dx_id,E1158,E11.5,44054006, - ,1,포함,,
Diabetes mellitus,96262,Diabetes mellitus type2 with other complications,201826,SNOMED,Condition,dx_id,E116,E11.6,44054006,9,1,포함,,
Diabetes mellitus,96263,Diabetes mellitus type2 with multiple complications,201826,SNOMED,Condition,dx_id,E117,E11.7,44054006,3,1,포함,,
Diabetes mellitus,84446,Non-insulin-dependent diabetes mellitus,201826,SNOMED,Condition,dx_id,E118,E11.8,44054006,"52,808",1,포함,,
Diabetes mellitus,D00005982,Type 2 diabetes mellitus without complication,201826,SNOMED,Condition,dx_id,E119,E11.9,44054006,"83,343",1,포함,,
Diabetes mellitus,96255,Diabetes mellitus type2 without complications,201826,SNOMED,Condition,dx_id,E119,E11.9,44054006,78,1,포함,,
Diabetes mellitus,83899,Non-insulin-dependent diabetes mellitus,201826,SNOMED,Condition,dx_id,E119,E11.9,44054006,"90,143",1,포함,,
Diabetes mellitus,D00005957,Type 1 diabetes mellitus with peripheral angiopathy,318712,SNOMED,Condition,dx_id,E105,E10.5,421365002,3,1,포함,,
Diabetes mellitus,D00006010,"Diabetes mellitus, unspecified, with coronary artery disease",321822,SNOMED,Condition,dx_id,E1458,E14.5,421895002,"5,633",1,포함,,
Diabetes mellitus,D00005953,Type 1 diabetes mellitus with retinopathy,373999,SNOMED,Condition,dx_id,E103,E10.3,421165007,23,1,포함,,
Diabetes mellitus,84441,Insulin-dependent diabetes mellitus with opthalamic complication,373999,SNOMED,Condition,dx_id,E103,E10.3,421165007,30,1,포함,,
Diabetes mellitus,D00005954,Type 1 diabetes mellitus with cataract,373999,SNOMED,Condition,dx_id,E1034,E10.3,421165007,3,1,포함,,
Diabetes mellitus,D00005955,Type 1 diabetes mellitus with other ophthalmic complication,373999,SNOMED,Condition,dx_id,E1038,E10.3,421165007,33,1,포함,,
Diabetes mellitus,84452,Non-insulin-dependent diabetes mellitus with neurological complication,376065,SNOMED,Condition,dx_id,E114,E11.4,421326000,"10,061",1,포함,,
Diabetes mellitus,D00005973,Type 2 diabetes mellitus with neuropathy,376065,SNOMED,Condition,dx_id,E114,E11.4,421326000,417,1,포함,,
Diabetes mellitus,84486,Diabetic polyneuropathy.,376112,SNOMED,Condition,dx_id,E144,E14.4,49455004,77,1,포함,,
Diabetes mellitus,84483,Diabetic peripheral polyneuropathy,376112,SNOMED,Condition,dx_id,E144,E14.4,49455004,73,1,포함,,
Diabetes mellitus,83940,Diabetic peripheral polyneuropathy,376112,SNOMED,Condition,dx_id,E1441,E14.4,49455004,"1,374",1,포함,,
Diabetes mellitus,96326,Diabetes mellitus polyneuropathy,376112,SNOMED,Condition,dx_id,E1441,E14.4,49455004,843,1,포함,,
Diabetes mellitus,78138,Diabetic polyneuropathy.,376112,SNOMED,Condition,dx_id,G632,G63.2,49455004,"2,474",1,포함,,
Diabetes mellitus,78223,Diabetic polyneuropathy.,376112,SNOMED,Condition,dx_id,G632,G63.2,49455004,544,1,포함,,
Diabetes mellitus,84442,IdDM with neurological complication,377821,SNOMED,Condition,dx_id,E104,E10.4,421468001,128,1,포함,,
Diabetes mellitus,D00005956,Type 1 diabetes mellitus with neuropathy,377821,SNOMED,Condition,dx_id,E104,E10.4,421468001,49,1,포함,,
Diabetes mellitus,D00005948,Type 1 diabetes mellitus with ketoacidosis,435216,SNOMED,Condition,dx_id,E1010,E10.1,420868002,29,1,포함,,
Diabetes mellitus,D00005949,Type 1 diabetes mellitus with lactic acidosis,435216,SNOMED,Condition,dx_id,E1011,E10.1,420868002,24,1,포함,,
Diabetes mellitus,D00005950,Type 1 diabetes mellitus with lactic and keto-acidosis,435216,SNOMED,Condition,dx_id,E1012,E10.1,420868002, - ,1,포함,,
Diabetes mellitus,D00005951,Type 1 diabetes mellitus with acidosis,435216,SNOMED,Condition,dx_id,E1018,E10.1,420868002,1,1,포함,,
Diabetes mellitus,D00005958,Type 1 diabetes mellitus with other complication,435216,SNOMED,Condition,dx_id,E106,E10.6,420868002,77,1,포함,,
Diabetes mellitus,D00005997,"Diabetes mellitus, unspecified, with lactic acidosis",442793,SNOMED,Condition,dx_id,E1411,E14.1,74627003,1,1,포함,,
Diabetes mellitus,D00005998,"Diabetes mellitus, unspecified, with lactic and keto-acidosis",442793,SNOMED,Condition,dx_id,E1412,E14.1,74627003,19,1,포함,,
Diabetes mellitus,D00005999,"Diabetes mellitus, unspecified, with acidosis",442793,SNOMED,Condition,dx_id,E1418,E14.1,74627003,20,1,포함,,
Diabetes mellitus,83911,Complication of diabetes mellitus,442793,SNOMED,Condition,dx_id,E146,E14.6,74627003,78,1,포함,,
Diabetes mellitus,D00006011,"Diabetes mellitus, unspecified, with other complication",442793,SNOMED,Condition,dx_id,E146,E14.6,74627003,"2,908",1,포함,,
Diabetes mellitus,84458,Complication of diabetes mellitus,442793,SNOMED,Condition,dx_id,E146,E14.6,74627003,167,1,포함,,
Diabetes mellitus,D00022706,"Diabetes mellitus, unspecified, with poor control blood glucose level",442793,SNOMED,Condition,dx_id,E1464,E14.6,74627003,456,1,포함,,
Diabetes mellitus,D00006015,"Diabetes mellitus, unspecified, with multiple complications",442793,SNOMED,Condition,dx_id,E1478,E14.7,74627003,426,1,포함,,
Diabetes mellitus,D00022945,"Diabetes mellitus, unspecified, with unspecified complication",442793,SNOMED,Condition,dx_id,E148,E14.8,74627003,"95,215",1,포함,,
Diabetes mellitus,84449,Non-insulin-dependent diabetes mellitus with ketoacidosis,443727,SNOMED,Condition,dx_id,E1110,E11.1,420422005,2,1,포함,,
Diabetes mellitus,83914,Diabetic ketoacidosis,443727,SNOMED,Condition,dx_id,E141,E14.1,420422005,20,1,포함,,
Diabetes mellitus,84461,Diabetic ketoacidosis,443727,SNOMED,Condition,dx_id,E141,E14.1,420422005,66,1,포함,,
Diabetes mellitus,83863,Diabetic ketoacidosis,443727,SNOMED,Condition,dx_id,E141,E14.1,420422005,38,1,포함,,
Diabetes mellitus,D00005996,"Diabetes mellitus, unspecified, with ketoacidosis",443727,SNOMED,Condition,dx_id,E1410,E14.1,420422005,589,1,포함,,
Diabetes mellitus,79419,Diabetic ketoacidosis,443727,SNOMED,Condition,dx_id,E1410,E14.1,420422005,563,1,포함,,
Diabetes mellitus,D00005974,Type 2 diabetes mellitus with peripheral angiopathy,443729,SNOMED,Condition,dx_id,E115,E11.5,422166005,52,1,포함,,
Diabetes mellitus,D00005975,Type 2 diabetes mellitus with other complication,443729,SNOMED,Condition,dx_id,E116,E11.6,422166005,"5,722",1,포함,,
Diabetes mellitus,D00006005,"Diabetes mellitus, unspecified, with neuropathy",443730,SNOMED,Condition,dx_id,E144,E14.4,422088007,"10,757",1,포함,,
Diabetes mellitus,D00005969,Type 2 diabetes mellitus with nephropathy,443731,SNOMED,Condition,dx_id,E112,E11.2,420279001,"1,314",1,포함,,
Diabetes mellitus,84450,Non-insulin-dependent diabetes mellitus with renal complication,443731,SNOMED,Condition,dx_id,E112,E11.2,420279001,"12,012",1,포함,,
Diabetes mellitus,D00005965,Type 2 diabetes mellitus with ketoacidosis,443732,SNOMED,Condition,dx_id,E1110,E11.1,422014003,4,1,포함,,
Diabetes mellitus,D00005966,Type 2 diabetes mellitus with lactic acidosis,443732,SNOMED,Condition,dx_id,E1111,E11.1,422014003, - ,1,포함,,
Diabetes mellitus,D00005967,Type 2 diabetes mellitus with lactic and keto-acidosis,443732,SNOMED,Condition,dx_id,E1112,E11.1,422014003, - ,1,포함,,
Diabetes mellitus,D00005968,Type 2 diabetes mellitus with acidosis,443732,SNOMED,Condition,dx_id,E1118,E11.1,422014003,1,1,포함,,
Diabetes mellitus,D00005970,Type 2 diabetes mellitus with retinopathy,443733,SNOMED,Condition,dx_id,E113,E11.3,422099009,293,1,포함,,
Diabetes mellitus,84451,Non-insulin-dependent diabetes mellitus with opthalamic complication,443733,SNOMED,Condition,dx_id,E113,E11.3,422099009,904,1,포함,,
Diabetes mellitus,D00005971,Type 2 diabetes mellitus with cataract,443733,SNOMED,Condition,dx_id,E1134,E11.3,422099009,2,1,포함,,
Diabetes mellitus,D00005972,Type 2 diabetes mellitus with other ophthalmic complication,443733,SNOMED,Condition,dx_id,E1138,E11.3,422099009,22,1,포함,,
Diabetes mellitus,D00005995,"Diabetes mellitus, unspecified, with coma",443735,SNOMED,Condition,dx_id,E1408,E14.0,420662003,11,1,포함,,
Diabetes mellitus,D00006001,"Diabetes mellitus, unspecified, with retinopathy",443767,SNOMED,Condition,dx_id,E143,E14.3,25093002,"7,398",1,포함,,
Diabetes mellitus,D00006002,"Diabetes mellitus, unspecified, with papillopathy",443767,SNOMED,Condition,dx_id,E1433,E14.3,25093002,14,1,포함,,
Diabetes mellitus,D00006003,"Diabetes mellitus, unspecified, with cataract",443767,SNOMED,Condition,dx_id,E1434,E14.3,25093002,23,1,포함,,
Diabetes mellitus,D00006004,"Diabetes mellitus, unspecified, with other ophthalmic complication",443767,SNOMED,Condition,dx_id,E1438,E14.3,25093002,109,1,포함,,
Diabetes mellitus,84506,Diabetes mellitus without complications,4008576,SNOMED,Condition,dx_id,E149,E14.9,111552007,950,1,포함,,
Diabetes mellitus,D00006016,"Diabetes mellitus, unspecified, without complication",4008576,SNOMED,Condition,dx_id,E149,E14.9,111552007,"175,510",1,포함,,
Diabetes mellitus,D00005962,Brittle diabetes mellitus without complication,4019513,SNOMED,Condition,dx_id,E109,E10.9,11530004, - ,1,포함,,
Diabetes mellitus,83946,Exogenous insulin-induced hypoglycemia in diabetes mellitus,4029422,SNOMED,Condition,dx_id,E1363,E13.6,237632004,2,1,포함,,
Diabetes mellitus,D00006012,"Exogenous insulin-induced hypoglycemia in diabetes mellitus, unspecified",4029422,SNOMED,Condition,dx_id,E1463,E14.6,237632004, - ,1,포함,,
Diabetes mellitus,83945,Hypoglycemia in diabetes mellitus,4029422,SNOMED,Condition,dx_id,E162,E16.2,237632004,200,1,포함,,
Diabetes mellitus,79116,"Diabetes mellitus nephropathy, overt proteinuria stage",4030664,SNOMED,Condition,dx_id,E1421,E14.2,236500003,"1,972",1,포함,,
Diabetes mellitus,D00021561,Diabetes mellitus from other endocrinopathy without complication,4034960,SNOMED,Condition,dx_id,E139,E13.9,237601000,16,1,포함,,
Diabetes mellitus,83910,Diabetes mellitus from other endocrinopathy,4034960,SNOMED,Condition,dx_id,E146,E14.6,237601000,21,1,포함,,
Diabetes mellitus,84505,Diabetes mellitus from other endocrinopathy,4034960,SNOMED,Condition,dx_id,E146,E14.6,237601000, - ,1,포함,,
Diabetes mellitus,D00006013,"Sulfonylurea-induced hypoglycemia in diabetes mellitus, unspecified",4034969,SNOMED,Condition,dx_id,E1463,E14.6,237640005, - ,1,포함,,
Diabetes mellitus,84463,Exogenous insulin-induced hypoglycemia,4034969,SNOMED,Condition,dx_id,E162,E16.2,237640005, - ,1,포함,,
Diabetes mellitus,83888,Exogenous insulin-induced hypoglycemia,4034969,SNOMED,Condition,dx_id,E162,E16.2,237640005,1,1,포함,,
Diabetes mellitus,79118,"Diabetes mellitus nephropathy, end stage renal disease",4044391,SNOMED,Condition,dx_id,E1422,E14.2,230572002,"15,189",1,포함,,
Diabetes mellitus,79117,"Diabetes mellitus nephropathy, azotemia stage",4044391,SNOMED,Condition,dx_id,E1428,E14.2,230572002,"2,390",1,포함,,
Diabetes mellitus,79114,"Diabetes mellitus nephropathy, hyperfiltration stage",4044391,SNOMED,Condition,dx_id,E1428,E14.2,230572002,22,1,포함,,
Diabetes mellitus,84478,Diabetic neuropathy,4044391,SNOMED,Condition,dx_id,E144,E14.4,230572002,"8,961",1,포함,,
Diabetes mellitus,78136,Diabetic neuropathy,4044391,SNOMED,Condition,dx_id,E144,E14.4,230572002,"9,510",1,포함,,
Diabetes mellitus,83935,Diabetic neuropathy,4044391,SNOMED,Condition,dx_id,E144,E14.4,230572002, - ,1,포함,,
Diabetes mellitus,78141,"Diabetic neuropathy, not otherwise specified",4044391,SNOMED,Condition,dx_id,G632,G63.2,230572002,468,1,포함,,
Diabetes mellitus,D00007960,Polyneuropathy in diabetes mellitus,4044391,SNOMED,Condition,dx_id,G632,G63.2,230572002,795,1,포함,,
Diabetes mellitus,84481,Diabetic mononeuropathy,4048028,SNOMED,Condition,dx_id,E144,E14.4,230577008, - ,1,포함,,
Diabetes mellitus,83938,Diabetic mononeuropathy,4048028,SNOMED,Condition,dx_id,E1440,E14.4,230577008,16,1,포함,,
Diabetes mellitus,D00007914,Mononeuropathy in diabetes mellitus,4048028,SNOMED,Condition,dx_id,G590,G59.0,230577008, - ,1,포함,,
Diabetes mellitus,84443,Diabetic foot (Type1),4087682,SNOMED,Condition,dx_id,E105,E10.5,280137006,145,1,포함,,
Diabetes mellitus,98245,"Diabetic foot, type1",4087682,SNOMED,Condition,dx_id,E107,E10.7,280137006,78,1,포함,,
Diabetes mellitus,84456,Diabetic foot (Type2),4087682,SNOMED,Condition,dx_id,E115,E11.5,280137006,862,1,포함,,
Diabetes mellitus,98246,"Diabetic foot, type2",4087682,SNOMED,Condition,dx_id,E117,E11.7,280137006,15,1,포함,,
Diabetes mellitus,73666,Diabetic foot,4087682,SNOMED,Condition,dx_id,E145,E14.5,280137006,"6,573",1,포함,,
Diabetes mellitus,83936,Diabetic foot,4087682,SNOMED,Condition,dx_id,E145,E14.5,280137006,12,1,포함,,
Diabetes mellitus,83918,Diabetic foot,4087682,SNOMED,Condition,dx_id,E145,E14.5,280137006,1,1,포함,,
Diabetes mellitus,84479,Diabetic foot,4087682,SNOMED,Condition,dx_id,E145,E14.5,280137006,2,1,포함,,
Diabetes mellitus,84465,Diabetic foot,4087682,SNOMED,Condition,dx_id,E145,E14.5,280137006,705,1,포함,,
Diabetes mellitus,83848,Diabetic foot,4087682,SNOMED,Condition,dx_id,E145,E14.5,280137006,3,1,포함,,
Diabetes mellitus,78137,Diabetic foot,4087682,SNOMED,Condition,dx_id,E145,E14.5,280137006,90,1,포함,,
Diabetes mellitus,98244,Diabetic foot with multiple complications,4087682,SNOMED,Condition,dx_id,E1478,E14.7,280137006,939,1,포함,,
Diabetes mellitus,83912,Diabetic coma,4095288,SNOMED,Condition,dx_id,E140,E14.0,26298008,4,1,포함,,
Diabetes mellitus,84459,Diabetic coma,4095288,SNOMED,Condition,dx_id,E140,E14.0,26298008, - ,1,포함,,
Diabetes mellitus,D00005994,"Diabetes mellitus, unspecified, with ketoacidosis with coma",4095288,SNOMED,Condition,dx_id,E1401,E14.0,26298008,21,1,포함,,
Diabetes mellitus,83947,Sulfonylurea -induced hypoglycemia in diabetes mellitus,4096804,SNOMED,Condition,dx_id,E1363,E13.6,190448007,32,1,포함,,
Diabetes mellitus,D00006021,Drug-induced hypoglycemia without coma,4096804,SNOMED,Condition,dx_id,E160,E16.0,190448007, - ,1,포함,,
Diabetes mellitus,D00006022,Exogenous insulin-induced hypoglycemia,4096804,SNOMED,Condition,dx_id,E160,E16.0,190448007, - ,1,포함,,
Diabetes mellitus,D00006023,Oral hypoglycemic agent-induced hypoglycemia,4096804,SNOMED,Condition,dx_id,E160,E16.0,190448007, - ,1,포함,,
Diabetes mellitus,D00006024,Sulfonylurea-induced hypoglycemia,4096804,SNOMED,Condition,dx_id,E160,E16.0,190448007,18,1,포함,,
Diabetes mellitus,D00022703,Type 2 diabetes mellitus with other and unspecified diabetic foot complication,4099216,SNOMED,Condition,dx_id,E1172,E11.7,190388001,81,1,포함,,
Diabetes mellitus,D00005978,Type 2 diabetes mellitus with multiple complications,4099216,SNOMED,Condition,dx_id,E1178,E11.7,190388001,51,1,포함,,
Diabetes mellitus,84454,Non-insulin-dependent diabetes mellitus with unspecified complication,4099216,SNOMED,Condition,dx_id,E118,E11.8,190388001,6,1,포함,,
Diabetes mellitus,84453,Non-insulin-dependent diabetes mellitus with unspecified complication,4099216,SNOMED,Condition,dx_id,E118,E11.8,190388001,"18,407",1,포함,,
Diabetes mellitus,D00005991,Steroid-induced diabetes mellitus without complication,4099334,SNOMED,Condition,dx_id,E139,E13.9,190447002,340,1,포함,,
Diabetes mellitus,83684,Lipoatrophic diabetes mellitus,4111658,SNOMED,Condition,dx_id,E1368,E13.6,284449005, - ,1,포함,,
Diabetes mellitus,84499,Lipoatrophic diabetes mellitus,4111658,SNOMED,Condition,dx_id,E138,E13.8,284449005, - ,1,포함,,
Diabetes mellitus,83904,Lipoatrophic diabetes mellitus,4111658,SNOMED,Condition,dx_id,E138,E13.8,284449005,1,1,포함,,
Diabetes mellitus,D00005987,Lipoatrophic diabetes mellitus without complication,4111658,SNOMED,Condition,dx_id,E139,E13.9,284449005, - ,1,포함,,
Diabetes mellitus,D00022715,Congenital systemic lipodystrophy,4111658,SNOMED,Condition,dx_id,E881,E88.1,284449005, - ,2,포함,,
Diabetes mellitus,93473,Diabetic neuropathic arthropathy,4114427,SNOMED,Condition,dx_id,E1460,E14.6,201724008,6,1,포함,,
Diabetes mellitus,D00012885,Arthopathy in diabetes mellitus,4114427,SNOMED,Condition,dx_id,M142,M14.2,201724008, - ,1,포함,,
Diabetes mellitus,94937,Diabetic arthropathy,4114427,SNOMED,Condition,dx_id,M142,M14.2,201724008, - ,1,포함,,
Diabetes mellitus,79115,"Diabetes mellitus nephropathy, microalbuminuria stage",4128221,SNOMED,Condition,dx_id,E1420,E14.2,236499007,"1,132",1,포함,,
