covariateName,conceptId
drug_era group during day -365 through 0 days relative to index: ALL OTHER THERAPEUTIC PRODUCTS,21605228
measurement during day -365 through 0 days relative to index: Calcium.ionized [Mass/volume] in Serum or Plasma by Ion-selective membrane electrode (ISE),3024250
drug_exposure during day -365 through 0 days relative to index: Papaverine 30 MG,19084350
measurement during day -365 through 0 days relative to index: Inspiration/Expiration time Ratio,21490724
drug_exposure during day -365 through 0 days relative to index: heparin 5000 UNT,44066055
measurement during day -365 through 0 days relative to index: Chloride [Moles/volume] in Urine,3007733
measurement during day -365 through 0 days relative to index: Potassium [Moles/volume] in Urine,3016038
measurement during day -365 through 0 days relative to index: Sodium [Moles/volume] in Urine,3003181
drug_era group during day -365 through 0 days relative to index: QUINOLONE ANTIBACTERIALS,21603006
drug_era group during day -365 through 0 days relative to index: Fluoroquinolones,21603007
measurement during day -365 through 0 days relative to index: Packed erythrocytes units given [#],3039928
drug_era during day -365 through 0 days relative to index: Papaverine,1326901
drug_era group during day -365 through 0 days relative to index: Papaverine,1326901
drug_era group during day -365 through 0 days relative to index: DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,21605009
condition_era group during day -365 through 0 days relative to index: Heart valve disorder,4281749
measurement during day -365 through 0 days relative to index: Fresh frozen plasma given [Volume],3022467
drug_era during day -365 through 0 days relative to index: Dopamine,1337860
drug_era group during day -365 through 0 days relative to index: Dopamine,1337860
drug_era during day -365 through 0 days relative to index: heparin,1367571
drug_era group during day -365 through 0 days relative to index: heparin,1367571
measurement during day -365 through 0 days relative to index: Segmented neutrophils/100 leukocytes in Blood,3017354
drug_exposure during day -365 through 0 days relative to index: 4 ML Acetylcysteine 200 MG/ML Inhalant Solution,43296872
drug_era group during day -365 through 0 days relative to index: NASAL PREPARATIONS,21605008
drug_era during day -365 through 0 days relative to index: Levofloxacin,1742253
drug_era group during day -365 through 0 days relative to index: Levofloxacin,1742253
observation during day -365 through 0 days relative to index: APACHE II (Acute Physiology and Chronic Health Evaluation II) score,35610218
drug_era group during day -365 through 0 days relative to index: Drugs used in erectile dysfunction,21602645
drug_era group during day -365 through 0 days relative to index: VASOPROTECTIVES,21601605
drug_exposure during day -365 through 0 days relative to index: hydroxyethyl starch 130-0.4,43012293
measurement during day -365 through 0 days relative to index: Osmolality of Urine,3026782
drug_era group during day -365 through 0 days relative to index: VASODILATORS USED IN CARDIAC DISEASES,21600315
measurement during day -365 through 0 days relative to index: Pulmonary artery Blood pressure,21490874
drug_era group during day -365 through 0 days relative to index: Organic nitrates,21600316
drug_era during day -365 through 0 days relative to index: Nitroglycerin,1361711
drug_era group during day -365 through 0 days relative to index: Nitroglycerin,1361711
drug_era group during day -365 through 0 days relative to index: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,21601606
drug_era group during day -365 through 0 days relative to index: Muscle relaxants,21601625
drug_exposure during day -365 through 0 days relative to index: 200 ML Dopamine 2 MG/ML / Glucose 50 MG/ML Injectable Solution,42918966
measurement during day -365 through 0 days relative to index: End tidal carbon dioxide concentration,4353938
drug_era group during day -365 through 0 days relative to index: Heparin group,21600972
measurement during day -365 through 0 days relative to index: Inspiratory time setting Ventilator,36304672
drug_era during day -365 through 0 days relative to index: Milrinone,1368671
drug_era group during day -365 through 0 days relative to index: Milrinone,1368671
drug_era group during day -365 through 0 days relative to index: Phosphodiesterase inhibitors,21600306
drug_era during day -365 through 0 days relative to index: Lidocaine,989878
drug_era group during day -365 through 0 days relative to index: Lidocaine,989878
"drug_era group during day -365 through 0 days relative to index: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",21602002
"drug_era group during day -365 through 0 days relative to index: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",21602003
drug_era group during day -365 through 0 days relative to index: Anesthetics for topical use,21602019
drug_era group during day -365 through 0 days relative to index: THROAT PREPARATIONS,21603215
drug_era group during day -365 through 0 days relative to index: THROAT PREPARATIONS,21603216
"drug_era group during day -365 through 0 days relative to index: Anesthetics, local",21603241
measurement during day -365 through 0 days relative to index: Fresh frozen plasma units given [#],3039106
condition_era group during day -365 through 0 days relative to index: Inflammatory disorder of the respiratory tract,4180170
procedure_occurrence during day -365 through 0 days relative to index: Transfusion of fresh frozen plasma,4022171
measurement during day -365 through 0 days relative to index: Packed erythrocytes given [Volume],3011477
condition_era group during day -365 through 0 days relative to index: Inflammatory disorder of lower respiratory tract,4028876
drug_exposure during day -365 through 0 days relative to index: Thiopental 500 MG,21110393
condition_era group during day -365 through 0 days relative to index: Pneumonitis,253506
condition_era group during day -365 through 0 days relative to index: Inflammatory disorder of the respiratory system,4162282
drug_exposure during day -365 through 0 days relative to index: Levofloxacin 750 MG,19085063
condition_era group during day -365 through 0 days relative to index: Inflammation of specific body systems,4178818
drug_era group during day -365 through 0 days relative to index: INTESTINAL ANTIINFLAMMATORY AGENTS,21600651
drug_era group during day -365 through 0 days relative to index: Corticosteroids acting locally,21600652
drug_era during day -365 through 0 days relative to index: Thiopental,700253
drug_era group during day -365 through 0 days relative to index: Thiopental,700253
condition_era group during day -365 through 0 days relative to index: Inflammation of specific body organs,4181063
measurement during day -365 through 0 days relative to index: Streptococcus pneumoniae Ag [Presence] in Urine,3011363
measurement during day -365 through 0 days relative to index: Haemodialysis blood flow rate,44802816
drug_exposure during day -365 through 0 days relative to index: Nitroprusside 50 MG,21149472
measurement during day -365 through 0 days relative to index: Other cells/100 leukocytes in Blood by Manual count,3041543
condition_era group during day -365 through 0 days relative to index: Pneumonia,255848
condition_era group during day -365 through 0 days relative to index: Lung consolidation,4318404
condition_occurrence during day -365 through 0 days relative to index: Dissection of aorta,320739
drug_exposure during day -365 through 0 days relative to index: 3000 ML Sodium Chloride 9 MG/ML Injection,35418840
drug_era during day -365 through 0 days relative to index: Ephedrine,1143374
drug_era group during day -365 through 0 days relative to index: Ephedrine,1143374
drug_era group during day -365 through 0 days relative to index: Alpha- and beta-adrenoreceptor agonists,21603303
drug_exposure during day -365 through 0 days relative to index: 2 ML Ipratropium 0.25 MG/ML Inhalant Solution,21126710
drug_era group during day -365 through 0 days relative to index: ADRENERGICS FOR SYSTEMIC USE,21603302
measurement during day -365 through 0 days relative to index: Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,3000593
measurement during day -365 through 0 days relative to index: Airway pressure --during inspiration,21490735
measurement during day -365 through 0 days relative to index: Reticulocytes/100 erythrocytes in Blood by Automated count,3007124
drug_era during day -365 through 0 days relative to index: Calcium Gluconate,19037038
drug_era group during day -365 through 0 days relative to index: Calcium Gluconate,19037038
measurement during day -365 through 0 days relative to index: Folate [Mass/volume] in Serum or Plasma,3036987
drug_exposure during day -365 through 0 days relative to index: Fentanyl,1154029
drug_era during day -365 through 0 days relative to index: Multivitamin preparation,36878782
drug_era group during day -365 through 0 days relative to index: Multivitamin preparation,36878782
drug_era during day -365 through 0 days relative to index: Nitroprusside,19020994
drug_era group during day -365 through 0 days relative to index: Nitroprusside,19020994
drug_era group during day -365 through 0 days relative to index: Nitroferricyanide derivatives,21600434
measurement during day -365 through 0 days relative to index: Volume of Dialysis fluid,3023665
condition_era group during day -365 through 0 days relative to index: Vascular disorder,443784
measurement during day -365 through 0 days relative to index: Tidal volume expired Respiratory system airway,21490752
"drug_era group during day -365 through 0 days relative to index: ANESTHETICS, LOCAL",21604220
drug_era group during day -365 through 0 days relative to index: Amides,21604228
measurement during day -365 through 0 days relative to index: Fluid balance 24 hour,3038018
condition_era group during day -365 through 0 days relative to index: Aneurysm of artery of trunk,4103495
drug_exposure during day -365 through 0 days relative to index: sodium phosphate,939871
condition_era group during day -365 through 0 days relative to index: Aortic aneurysm,317585
condition_era group during day -365 through 0 days relative to index: Dilatation of aorta,4132130
drug_era during day -365 through 0 days relative to index: nafamostat mesilate,43009096
drug_era group during day -365 through 0 days relative to index: nafamostat mesilate,43009096
measurement during day -365 through 0 days relative to index: C reactive protein [Mass/volume] in Serum or Plasma,3020460
drug_era group during day -365 through 0 days relative to index: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603248
drug_era group during day -365 through 0 days relative to index: CORTICOSTEROIDS,21605199
drug_era group during day -365 through 0 days relative to index: Corticosteroids,21605200
measurement during day -365 through 0 days relative to index: Oxygen equipment,4222965
drug_era group during day -365 through 0 days relative to index: UROLOGICALS,21602628
drug_era during day -365 through 0 days relative to index: prednisolone,1550557
drug_era group during day -365 through 0 days relative to index: prednisolone,1550557
drug_exposure during day -365 through 0 days relative to index: meropenem 500 MG,35605999
measurement during day -365 through 0 days relative to index: Metamyelocytes/100 leukocytes in Blood by Manual count,3000666
measurement during day -365 through 0 days relative to index: Band form neutrophils/100 leukocytes in Blood by Manual count,3007591
measurement during day -365 through 0 days relative to index: Promyelocytes/100 leukocytes in Blood by Manual count,3011587
measurement during day -365 through 0 days relative to index: Myelocytes/100 leukocytes in Blood by Manual count,3018229
measurement during day -365 through 0 days relative to index: Normoblasts [#/volume] in Blood,3021589
measurement during day -365 through 0 days relative to index: Blasts/100 leukocytes in Blood by Manual count,3023643
measurement during day -365 through 0 days relative to index: Variant lymphocytes/100 leukocytes in Blood by Manual count,3037234
measurement during day -365 through 0 days relative to index: Immature cells/100 leukocytes in Blood,40758562
drug_era group during day -365 through 0 days relative to index: CALCIUM,21600858
drug_era group during day -365 through 0 days relative to index: Calcium,21600859
drug_exposure during day -365 through 0 days relative to index: nafamostat mesilate 50 MG Injection,42960686
measurement during day -365 through 0 days relative to index: Platelet mean volume [Entitic volume] in Blood by Automated count,3043111
measurement during day -365 through 0 days relative to index: Plateletocrit | Bld-Ser-Plas,40791466
drug_exposure during day -365 through 0 days relative to index: Bisacodyl 5 MG,925043
drug_era during day -365 through 0 days relative to index: Trimethoprim,1705674
drug_era group during day -365 through 0 days relative to index: Trimethoprim,1705674
drug_era during day -365 through 0 days relative to index: Sulfamethoxazole,1836430
drug_era group during day -365 through 0 days relative to index: Sulfamethoxazole,1836430
drug_era group during day -365 through 0 days relative to index: SULFONAMIDES AND TRIMETHOPRIM,21602929
drug_era group during day -365 through 0 days relative to index: Trimethoprim and derivatives,21602930
drug_era group during day -365 through 0 days relative to index: Intermediate-acting sulfonamides,21602944
condition_occurrence during day -365 through 0 days relative to index: Aortic aneurysm,317585
drug_era during day -365 through 0 days relative to index: Rocuronium,19003953
drug_era group during day -365 through 0 days relative to index: Rocuronium,19003953
procedure_occurrence during day -365 through 0 days relative to index: Platelet transfusion,4130829
drug_exposure during day -365 through 0 days relative to index: Sulfamethoxazole / Trimethoprim Oral Tablet,40081388
measurement during day -365 through 0 days relative to index: C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,3010156
measurement during day -365 through 0 days relative to index: Type of Cardiac pacemaker prosthetic lead by EKG,3017791
drug_era during day -365 through 0 days relative to index: Loperamide,991876
drug_era group during day -365 through 0 days relative to index: Loperamide,991876
drug_era group during day -365 through 0 days relative to index: ANTIPROPULSIVES,21600642
drug_era group during day -365 through 0 days relative to index: Antipropulsives,21600643
drug_era during day -365 through 0 days relative to index: Norepinephrine,1321341
drug_era group during day -365 through 0 days relative to index: Norepinephrine,1321341
measurement during day -365 through 0 days relative to index: Pacing interval Artificial cardiac pacemaker,3024513
drug_exposure during day -365 through 0 days relative to index: Filgrastim,1304850
measurement during day -365 through 0 days relative to index: Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,3029187
drug_exposure during day -365 through 0 days relative to index: 4 ML Norepinephrine 1 MG/ML Injection,1321363
measurement during day -365 through 0 days relative to index: Pooled cryoprecipitate given [Volume],40757562
drug_era during day -365 through 0 days relative to index: Nicardipine,1318137
drug_era group during day -365 through 0 days relative to index: Nicardipine,1318137
drug_era during day -365 through 0 days relative to index: smectite,36878752
drug_era group during day -365 through 0 days relative to index: smectite,36878752
drug_exposure during day -365 through 0 days relative to index: Chlorhexidine,1790812
drug_era during day -365 through 0 days relative to index: Carbocysteine,19041843
drug_era group during day -365 through 0 days relative to index: Carbocysteine,19041843
drug_era group during day -365 through 0 days relative to index: ANTIMYCOTICS FOR SYSTEMIC USE,21603071
drug_era group during day -365 through 0 days relative to index: ANTIMYCOTICS FOR SYSTEMIC USE,21603072
drug_exposure during day -365 through 0 days relative to index: Potassium Chloride Topical Powder,40735334
"drug_era group during day -365 through 0 days relative to index: Diazepines, oxazepines, thiazepines and oxepines",21604540
drug_era group during day -365 through 0 days relative to index: ANTITHROMBOTIC AGENTS,21600960
drug_era group during day -365 through 0 days relative to index: ANTITHROMBOTIC AGENTS,21600961
condition_occurrence during day -365 through 0 days relative to index: Septic shock,196236
drug_era during day -365 through 0 days relative to index: moxifloxacin,1716903
drug_era group during day -365 through 0 days relative to index: moxifloxacin,1716903
drug_exposure during day -365 through 0 days relative to index: Omeprazole 40 MG Injection,21161812
drug_era during day -365 through 0 days relative to index: Naproxen,1115008
drug_era group during day -365 through 0 days relative to index: Naproxen,1115008
drug_era group during day -365 through 0 days relative to index: OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,21605187
measurement during day -365 through 0 days relative to index: Pooled cryoprecipitate units given [#],40757537
drug_era during day -365 through 0 days relative to index: Azithromycin,1734104
drug_era group during day -365 through 0 days relative to index: Azithromycin,1734104
drug_exposure during day -365 through 0 days relative to index: Loperamide 2 MG,991935
measurement during day -365 through 0 days relative to index: Platelet distribution width,44787151
drug_exposure during day -365 through 0 days relative to index: 50 ML Propofol 10 MG/ML Injection,40220391
drug_exposure during day -365 through 0 days relative to index: Pentastarch,40161354
measurement during day -365 through 0 days relative to index: Amount of exudate,4236818
condition_era group during day -365 through 0 days relative to index: General problem AND/OR complaint,4022830
condition_era group during day -365 through 0 days relative to index: Fatigue,4223659
measurement during day -365 through 0 days relative to index: Airway suction location,3046592
measurement during day -365 through 0 days relative to index: Pooled platelet concentrate units given [#],40757535
condition_occurrence during day -365 through 0 days relative to index: Asthenia,437113
condition_era group during day -365 through 0 days relative to index: Asthenia,437113
condition_era group during day -365 through 0 days relative to index: Neoplasm of hematopoietic cell type,4189640
procedure_occurrence during day -365 through 0 days relative to index: Transfusion of cryoprecipitate,4023918
"drug_era group during day -365 through 0 days relative to index: COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",21603395
measurement during day -365 through 0 days relative to index: Color of Sputum,36203862
measurement during day -365 through 0 days relative to index: Body mass index (BMI) [Ratio],3038553
drug_era group during day -365 through 0 days relative to index: Opium alkaloids and derivatives,21603396
condition_era group during day -365 through 0 days relative to index: Malignant tumor of lymphoid hemopoietic and related tissue,4147164
drug_exposure during day -365 through 0 days relative to index: Isosorbide Dinitrate 40 MG Extended Release Oral Tablet,1383988
drug_era during day -365 through 0 days relative to index: Codeine,1201620
drug_era group during day -365 through 0 days relative to index: Codeine,1201620
condition_era group during day -365 through 0 days relative to index: Pain of truncal structure,4116811
drug_era during day -365 through 0 days relative to index: levothyroxine,1501700
drug_era group during day -365 through 0 days relative to index: levothyroxine,1501700
drug_era group during day -365 through 0 days relative to index: THYROID PREPARATIONS,21602752
drug_era group during day -365 through 0 days relative to index: Thyroid hormones,21602753
drug_exposure during day -365 through 0 days relative to index: Triamcinolone,903963
drug_exposure during day -365 through 0 days relative to index: smectite 150 MG/ML Oral Suspension,42959027
drug_era during day -365 through 0 days relative to index: quetiapine,766814
drug_era group during day -365 through 0 days relative to index: quetiapine,766814
condition_occurrence during day -365 through 0 days relative to index: Kidney disorder due to diabetes mellitus,192279
measurement during day -365 through 0 days relative to index: Peak inspiratory flow Respiratory system airway,21490649
drug_exposure during day -365 through 0 days relative to index: 118 ML Hydrocortisone 10 MG/ML Topical Lotion,42919239
drug_era during day -365 through 0 days relative to index: streptococcus faecalis,36879181
drug_era group during day -365 through 0 days relative to index: streptococcus faecalis,36879181
drug_era during day -365 through 0 days relative to index: Bacillus subtilis,42898675
drug_era group during day -365 through 0 days relative to index: Bacillus subtilis,42898675
drug_exposure during day -365 through 0 days relative to index: Morphine Sulfate 10 MG,40169889
drug_era during day -365 through 0 days relative to index: Pentastarch,40161354
drug_era group during day -365 through 0 days relative to index: Pentastarch,40161354
measurement during day -365 through 0 days relative to index: Erythrocytes [#/area] in Urine sediment by Microscopy high power field,3035124
measurement during day -365 through 0 days relative to index: Leukocytes [#/area] in Urine sediment by Microscopy high power field,3035583
drug_era during day -365 through 0 days relative to index: Tobramycin,902722
drug_era group during day -365 through 0 days relative to index: Tobramycin,902722
drug_era group during day -365 through 0 days relative to index: THYROID THERAPY,21602751
condition_era group during day -365 through 0 days relative to index: Diabetic complication,442793
drug_exposure during day -365 through 0 days relative to index: tramadol hydrochloride 150 MG,19134121
drug_exposure during day -365 through 0 days relative to index: Azithromycin 500 MG Injection,35603389
condition_era group during day -365 through 0 days relative to index: Soft tissue lesion,4344497
drug_exposure during day -365 through 0 days relative to index: Albuterol 0.1 MG/ACTUAT,1154496
drug_exposure during day -365 through 0 days relative to index: quetiapine 25 MG Oral Tablet,766820
drug_era group during day -365 through 0 days relative to index: ANTI-DEMENTIA DRUGS,21604792
drug_era group during day -365 through 0 days relative to index: ANTIGLAUCOMA PREPARATIONS AND MIOTICS,21603671
drug_exposure during day -365 through 0 days relative to index: Levetiracetam 100 MG/ML Oral Solution,19102504
condition_occurrence during day -365 through 0 days relative to index: Dyspnea,312437
drug_exposure during day -365 through 0 days relative to index: Sucralfate 66.6999999999999886 MG/ML,42955234
drug_exposure during day -365 through 0 days relative to index: Zolpidem tartrate 6.25 MG,40163503
drug_exposure during day -365 through 0 days relative to index: 100 ML Mannitol 200 MG/ML Injection,21059334
drug_exposure during day -365 through 0 days relative to index: Epinephrine,1343916
condition_era group during day -365 through 0 days relative to index: Vomiting,441408
drug_era group during day -365 through 0 days relative to index: Anticholinesterases,21604793
measurement during day -365 through 0 days relative to index: Glucose [Mass/volume] in Blood,3000483
drug_era during day -365 through 0 days relative to index: Epinephrine,1343916
drug_era group during day -365 through 0 days relative to index: Epinephrine,1343916
drug_era group during day -365 through 0 days relative to index: Sympathomimetics in glaucoma therapy,21603672
drug_exposure during day -365 through 0 days relative to index: Tobramycin 80 MG,44104083
condition_occurrence during day -365 through 0 days relative to index: Altered mental status,436222
condition_era group during day -365 through 0 days relative to index: Altered mental status,436222
drug_era during day -365 through 0 days relative to index: Pseudoephedrine,1154332
drug_era group during day -365 through 0 days relative to index: Pseudoephedrine,1154332
drug_era group during day -365 through 0 days relative to index: NASAL DECONGESTANTS FOR SYSTEMIC USE,21603207
drug_era group during day -365 through 0 days relative to index: Sympathomimetics,21603208
measurement during day -365 through 0 days relative to index: Leukocytes [#/volume] in Urine by Automated test strip,40761899
condition_era group during day -365 through 0 days relative to index: Abdominal aortic aneurysm,198177
condition_era group during day -365 through 0 days relative to index: Aneurysm of descending aorta,4140448
condition_era group during day -365 through 0 days relative to index: Abdominal aortic ectasia,37016191
condition_era group during day -365 through 0 days relative to index: Dilatation of descending aorta,40486130
condition_era group during day -365 through 0 days relative to index: Abnormality of abdominal aorta,40491455
drug_exposure during day -365 through 0 days relative to index: Granisetron 1 MG,1000792
drug_era during day -365 through 0 days relative to index: fosaprepitant,35605594
drug_era group during day -365 through 0 days relative to index: fosaprepitant,35605594
measurement during day -365 through 0 days relative to index: Pooled platelets given [Volume],40757561
drug_exposure during day -365 through 0 days relative to index: Ciprofloxacin 500 MG Oral Tablet,19075380
condition_occurrence during day -365 through 0 days relative to index: Vomiting,441408
measurement during day -365 through 0 days relative to index: Cancer Ag 19-9 [Units/volume] in Serum or Plasma,3022914
measurement during day -365 through 0 days relative to index: Nitric oxide [VFr/PPres] Airway adaptor,21490806
drug_exposure during day -365 through 0 days relative to index: Codeine 20 MG,1100337
procedure_occurrence during day -365 through 0 days relative to index: Aspiration of lung lesion,4337040
drug_era during day -365 through 0 days relative to index: Nifedipine,1318853
drug_era group during day -365 through 0 days relative to index: Nifedipine,1318853
drug_era during day -365 through 0 days relative to index: tolterodine,913782
drug_era group during day -365 through 0 days relative to index: tolterodine,913782
drug_exposure during day -365 through 0 days relative to index: fosaprepitant 150 MG Injection,35605599
condition_era group during day -365 through 0 days relative to index: Difficulty breathing,4041664
drug_era during day -365 through 0 days relative to index: Cefixime,1796435
drug_era group during day -365 through 0 days relative to index: Cefixime,1796435
drug_era during day -365 through 0 days relative to index: Metformin,1503297
drug_era group during day -365 through 0 days relative to index: Metformin,1503297
drug_era group during day -365 through 0 days relative to index: Biguanides,21600745
"drug_era group during day -365 through 0 days relative to index: Iron trivalent, oral preparations",21601091
drug_exposure during day -365 through 0 days relative to index: Levothyroxine Sodium 0.1 MG Oral Tablet,40169766
drug_exposure during day -365 through 0 days relative to index: Succinylcholine 50 MG/ML,21032905
condition_era group during day -365 through 0 days relative to index: Fracture of bone of head,4302223
condition_era group during day -365 through 0 days relative to index: Urogenital injury,4155499
drug_exposure during day -365 through 0 days relative to index: Piroxicam Transdermal System,42973740
drug_exposure during day -365 through 0 days relative to index: Donepezil hydrochloride 10 MG Oral Tablet,40223768
condition_era group during day -365 through 0 days relative to index: Gastrointestinal infection,37396146
drug_era during day -365 through 0 days relative to index: Colchicine,1101554
drug_era group during day -365 through 0 days relative to index: Colchicine,1101554
drug_era group during day -365 through 0 days relative to index: TETRACYCLINES,21602797
drug_era group during day -365 through 0 days relative to index: Tetracyclines,21602798
drug_era group during day -365 through 0 days relative to index: Preparations with no effect on uric acid metabolism,21604140
condition_era group during day -365 through 0 days relative to index: Neoplasm of small intestine,4131614
drug_exposure during day -365 through 0 days relative to index: Rifampin 300 MG,1763296
drug_era during day -365 through 0 days relative to index: Saccharomyces boulardii,991855
drug_era group during day -365 through 0 days relative to index: Saccharomyces boulardii,991855
drug_era group during day -365 through 0 days relative to index: ANTIDIARRHEAL MICROORGANISMS,21600667
drug_era group during day -365 through 0 days relative to index: Antidiarrheal microorganisms,21600668
drug_era group during day -365 through 0 days relative to index: Bisphosphonates,21604148
drug_exposure during day -365 through 0 days relative to index: glimepiride 1 MG Oral Tablet,1597761
drug_era group during day -365 through 0 days relative to index: Protein kinase inhibitors,21603771
condition_era group during day -365 through 0 days relative to index: Dyspnea,312437
condition_era group during day -365 through 0 days relative to index: Inflammatory disease of liver,194990
condition_occurrence during day -365 through 0 days relative to index: Stable angina,4119942
condition_era group during day -365 through 0 days relative to index: Stable angina,4119942
drug_era during day -365 through 0 days relative to index: olmesartan,40226742
drug_era group during day -365 through 0 days relative to index: olmesartan,40226742
drug_era during day -365 through 0 days relative to index: Epoetin Alfa,1301125
drug_era group during day -365 through 0 days relative to index: Epoetin Alfa,1301125
drug_era group during day -365 through 0 days relative to index: DRUGS FOR TREATMENT OF BONE DISEASES,21604146
drug_era group during day -365 through 0 days relative to index: DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,21604147
measurement during day -365 through 0 days relative to index: Pulmonary artery wedge pressure,21490776
drug_exposure during day -365 through 0 days relative to index: Sugammadex 100 MG/ML Injection,35604514
measurement during day -365 through 0 days relative to index: Activated clotting time (ACT) of Blood by Coagulation assay,3016948
condition_era group during day -365 through 0 days relative to index: Hematologic neoplasm,4044013
condition_era group during day -365 through 0 days relative to index: Neoplasm affecting hematopoietic structure,4212328
condition_era group during day -365 through 0 days relative to index: Neoplasm of duodenum,4131615
condition_era group during day -365 through 0 days relative to index: Mass of duodenum,4142124
condition_era group during day -365 through 0 days relative to index: Small intestinal mass,42596182
drug_exposure during day -365 through 0 days relative to index: Fentanyl 0.05 MG/HR Transdermal System,42903228
drug_exposure during day -365 through 0 days relative to index: Spironolactone 50 MG Oral Tablet,970283
drug_era during day -365 through 0 days relative to index: olanzapine,785788
drug_era group during day -365 through 0 days relative to index: olanzapine,785788
condition_era group during day -365 through 0 days relative to index: Vascular insufficiency,4311420
drug_exposure during day -365 through 0 days relative to index: 300 ACTUAT Ipratropium 0.02 MG/ACTUAT Inhalant Solution,44218199
drug_exposure during day -365 through 0 days relative to index: 30000 MG dexpanthenol 0.05 MG/MG Topical Ointment,43142397
condition_era group during day -365 through 0 days relative to index: Inflammatory disorder of digestive system,4190185
drug_exposure during day -365 through 0 days relative to index: moxifloxacin 400 MG Oral Tablet,1716905
drug_era during day -365 through 0 days relative to index: Sugammadex,35604506
drug_era group during day -365 through 0 days relative to index: Sugammadex,35604506
drug_exposure during day -365 through 0 days relative to index: Hyaluronidase 1500 UNT Injection,42481754
condition_era group during day -365 through 0 days relative to index: Lesion of nerve root and/or plexus,43531045
condition_era group during day -365 through 0 days relative to index: Mass of lymphoreticular structure,4116962
condition_era group during day -365 through 0 days relative to index: Neoplasm of liver,4130518
